Event Time,Close Time,Classification,Perceived Severity,Occurrence Count,Last Occurrence Time,Domain,Vendor,Region/Product,Prefecture/Cluster,City/Namespace,RF Cluster/Node,GC/CDC Name,Equipment Type,Equipment ID,Equipment Sub ID,Equipment ID Status,Alarm Type,Alarm Code,Alarm Name,Ageing,Technology,Alarm Description,Probable Cause,Service Affected,EMS,Correlation Type,Incident ID,Entity Family,Reported Severity,Status,Alarm Hierarchy, Ticket ID,Planned Event Name
"2026-08-05
06:01:19 JST","2026-08-05
06:05:03 JST",Outage,Critical,1,"2026-08-05
06:01:19 JST",RAN,SERCOMM,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-NORTH,SandaCDC,FEMTO_CELL,RSA1461007870_7,/ENB[id/enbid=333337]/IDSmallCellCU/Sector[id/sector-id=7],Ready for Service,-,1246,MH SCTP Link setup Failed,3 Minute(s) 44 Second(s),LTE,The SCTP Link between vCU & EUtran Cell has failed.,"{"".1.3.6.1.2.1.1.3.0"":""52 days, 3 hours, 20 minutes, 13 seconds."",""conn_state"":""2"","".1.3.6.1.4.1.39762.6.1.2.0.23"":"".1.3.6.1.4.1.39762.6.1.2.0.23"",""CellName"":""Sec7"",""RadioSerialNumber"":""FE000084022""}",Yes,ALTIOSTAR_IDSC,-,-,PNF,Critical,Closed,-,-,-
"2026-08-05
06:01:12 JST","2026-08-05
14:56:12 JST",Deterioration,Major,2,"2026-08-05
06:21:12 JST",RAN,ALTIOSTAR,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-SOUTH,kanagawa01rdc,RIUD_DU,RNA1401001617_RIUD_DU_1,/ENB[id/enbid=328594]/RIUD[id/riud-id=1]/DU[id/du-id=1],Ready for Service,-,1257,Disk Utilization Exceeded,8 Hour(s) 55 Minute(s),LTE,Disk Utilization Exceeded the Threshold,"{"".1.3.6.1.2.1.1.3.0"":""4 days, 5 hours, 38 minutes, 50 seconds."","".1.3.6.1.4.1.39762.6.9.2.0.9"":"".1.3.6.1.4.1.39762.6.9.2.0.9"",""aniENBSeverity"":""3"",""aniENBUtilizationPercent"":""71""}",No,ALTIOSTAR_RAN,-,-,DU,Minor,Closed,-,-,-
"2026-08-05
05:47:13 JST",-,Outage,Minor,1,"2026-08-05
05:47:13 JST",RAN,SERCOMM,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-MINAMIKU-NORTH,SandaCDC,FEMTO_CELL,RSA1461013513_6,/ENB[id/enbid=333502]/IDSmallCelliRRH[id/sc-irrh-id=6],Ready for Service,Equipment,1229,SmallCelliRRH SFP Fault,15 Hour(s) 38 Minute(s),LTE,The SmallCelliRRH reports a hardware fault in SFP Module.,7b:22:53:69:74:65:4e:61:6d:65:22:3a:22:52:53:41:31:34:36:31:30:31:33:35:31:33:22:2c:22:2e:31:2e:33:2e:36:2e:31:2e:34:2e:31:2e:33:39:37:36:32:2e:36:2e:31:37:2e:32:2e:30:2e:34:22:3a:22:2e:31:2e:33:2e:36:2e:31:2e:34:2e:31:2e:33:39:37:36:32:2e:36:2e:31:37:2e:32:2e:30:2e:34:22:2c:22:61:6e:69:53:43:69:52:52:48:53:46:50:46:69:65:6c:64:22:3a:22:30:22:2c:22:61:6e:69:53:43:69:52:52:48:53:46:50:54:68:72:65:73:68:4c:6f:77:22:3a:22:22:2c:22:52:61:64:69:6f:53:65:72:69:61:6c:4e:75:6d:62:65:72:22:3a:22:46:45:30:30:30:30:39:39:32:37:39:22:2c:22:2e:31:2e:33:2e:36:2e:31:2e:32:2e:31:2e:31:2e:33:2e:30:22:3a:22:35:31:20:64:61:79:73:2c:20:31:37:20:68:6f:75:72:73:2c:20:34:39:20:6d:69:6e:75:74:65:73:2c:20:35:20:73:65:63:6f:6e:64:73:2e:22:2c:22:61:6e:69:53:43:69:52:52:48:53:46:50:50:61:72:74:4e:75:6d:62:65:72:22:3a:22:5c:75:30:30:31:33:22:2c:22:61:6e:69:53:43:69:52:52:48:53:46:50:54:68:72:65:73:68:48:69:67:68:22:3a:22:22:2c:22:61:6e:69:53:43:69:52:52:48:53:46:50:56:65:6e:64:6f:72:49:6e:66:6f:22:3a:22:68:69:67:68:4a:69:74:74:65:72:22:2c:22:61:6e:69:53:43:69:52:52:48:53:46:50:56:61:6c:75:65:22:3a:22:2c:5c:72:70:c2:89:c2:ae:c3:9e:41:21:3e:c2:a9:c3:ae:22:7d,Yes,ALTIOSTAR_IDSC,-,-,PNF,Minor,Open,-,-,-
"2026-08-05
05:46:25 JST","2026-08-05
05:50:08 JST",Deterioration,Critical,1,"2026-08-05
05:46:25 JST",RAN,SERCOMM,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-NORTH,SandaCDC,FEMTO_CELL,RSA1461007870_7,/ENB[id/enbid=333337]/IDSmallCelliRRH[id/sc-irrh-id=7],Ready for Service,Communications,1073,SmallCelliRRH Connection Failure,3 Minute(s) 43 Second(s),LTE,A failure occurred communicating with the remote RRH.,"{"".1.3.6.1.2.1.1.3.0"":""52 days, 3 hours, 5 minutes, 19 seconds."","".1.3.6.1.4.1.39762.6.2.2.0.1"":"".1.3.6.1.4.1.39762.6.2.2.0.1"",""SiteName"":""RSA1461007870"",""RadioSerialNumber"":""FE000084022""}",Yes,ALTIOSTAR_IDSC,-,-,PNF,Critical,Closed,-,-,-
"2026-08-05
05:46:16 JST","2026-08-05
05:50:19 JST",Outage,Critical,1,"2026-08-05
05:46:16 JST",RAN,SERCOMM,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-NORTH,SandaCDC,FEMTO_CELL,RSA1461007870_7,/ENB[id/enbid=333337]/IDSmallCellCU/Sector[id/sector-id=7],Ready for Service,Operational Violation,1055,Cell Down,4 Minute(s) 3 Second(s),LTE,The cell is down.,"{"".1.3.6.1.2.1.1.3.0"":""52 days, 3 hours, 5 minutes, 10 seconds."",""aniCellOperStatus"":""Down"",""aniCellLastFailure"":""Midhaul Failure"","".1.3.6.1.4.1.39762.6.3.2.0.1"":"".1.3.6.1.4.1.39762.6.3.2.0.1"",""CellName"":""Sec7"",""RadioSerialNumber"":""FE000084022""}",Yes,ALTIOSTAR_IDSC,-,-,PNF,Critical,Closed,-,-,-
"2026-08-05
05:46:16 JST","2026-08-05
05:50:00 JST",Outage,Critical,1,"2026-08-05
05:46:16 JST",RAN,SERCOMM,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-NORTH,SandaCDC,FEMTO_CELL,RSA1461007870_7,/ENB[id/enbid=333337]/IDSmallCellCU/Sector[id/sector-id=7],Ready for Service,-,1246,MH SCTP Link setup Failed,3 Minute(s) 44 Second(s),LTE,The SCTP Link between vCU & EUtran Cell has failed.,"{"".1.3.6.1.2.1.1.3.0"":""52 days, 3 hours, 5 minutes, 10 seconds."",""conn_state"":""2"","".1.3.6.1.4.1.39762.6.1.2.0.23"":"".1.3.6.1.4.1.39762.6.1.2.0.23"",""CellName"":""Sec7"",""RadioSerialNumber"":""FE000084022""}",Yes,ALTIOSTAR_IDSC,-,-,PNF,Critical,Closed,-,-,-
"2026-08-05
05:34:10 JST","2026-08-05
05:35:10 JST",Normal,Major,1,"2026-08-05
05:34:10 JST",RAN,ALTIOSTAR,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-NORTH,kanagawa01rdc,RIUD_RRH,RNA1401002284_RIUD_1_2,/ENB[id/enbid=280610]/RIUD[id/riud-id=1]/DU[id/du-id=1]/RIM[id/rim-id=1]/Radio[id/radio-id=2],Ready for Service,-,1313,RRH Power Saving Failure,1 Minute(s) 0 Second(s),LTE,The power saving failed on the radio for which Power Saving is enabled in configuration.,"{"".1.3.6.1.2.1.1.3.0"":""20 days, 5 hours, 5 minutes, 40 seconds."",""CellName"":""Sec2 "",""RadioSerialNumber"":""EA220856753"","".1.3.6.1.4.1.39762.6.2.2.0.48"":"".1.3.6.1.4.1.39762.6.2.2.0.48""}",No,ALTIOSTAR_RAN,-,-,Cell,Major,Closed,-,-,-
"2026-08-05
05:31:35 JST","2026-08-05
05:35:24 JST",Deterioration,Critical,1,"2026-08-05
05:31:35 JST",RAN,SERCOMM,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-NORTH,SandaCDC,FEMTO_CELL,RSA1461007870_7,/ENB[id/enbid=333337]/IDSmallCelliRRH[id/sc-irrh-id=7],Ready for Service,Communications,1073,SmallCelliRRH Connection Failure,3 Minute(s) 49 Second(s),LTE,A failure occurred communicating with the remote RRH.,"{"".1.3.6.1.2.1.1.3.0"":""52 days, 2 hours, 50 minutes, 29 seconds."","".1.3.6.1.4.1.39762.6.2.2.0.1"":"".1.3.6.1.4.1.39762.6.2.2.0.1"",""SiteName"":""RSA1461007870"",""RadioSerialNumber"":""FE000084022""}",Yes,ALTIOSTAR_IDSC,-,-,PNF,Critical,Closed,-,-,-
"2026-08-05
05:31:32 JST","2026-08-05
05:35:34 JST",Outage,Critical,1,"2026-08-05
05:31:32 JST",RAN,SERCOMM,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-NORTH,SandaCDC,FEMTO_CELL,RSA1461007870_7,/ENB[id/enbid=333337]/IDSmallCellCU/Sector[id/sector-id=7],Ready for Service,Operational Violation,1055,Cell Down,4 Minute(s) 2 Second(s),LTE,The cell is down.,"{"".1.3.6.1.2.1.1.3.0"":""52 days, 2 hours, 50 minutes, 26 seconds."",""aniCellOperStatus"":""Down"",""aniCellLastFailure"":""Midhaul Failure"","".1.3.6.1.4.1.39762.6.3.2.0.1"":"".1.3.6.1.4.1.39762.6.3.2.0.1"",""CellName"":""Sec7"",""RadioSerialNumber"":""FE000084022""}",Yes,ALTIOSTAR_IDSC,-,-,PNF,Critical,Closed,-,-,-
"2026-08-05
05:31:32 JST","2026-08-05
05:35:16 JST",Outage,Critical,1,"2026-08-05
05:31:32 JST",RAN,SERCOMM,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-NORTH,SandaCDC,FEMTO_CELL,RSA1461007870_7,/ENB[id/enbid=333337]/IDSmallCellCU/Sector[id/sector-id=7],Ready for Service,-,1246,MH SCTP Link setup Failed,3 Minute(s) 44 Second(s),LTE,The SCTP Link between vCU & EUtran Cell has failed.,"{"".1.3.6.1.2.1.1.3.0"":""52 days, 2 hours, 50 minutes, 26 seconds."",""conn_state"":""2"","".1.3.6.1.4.1.39762.6.1.2.0.23"":"".1.3.6.1.4.1.39762.6.1.2.0.23"",""CellName"":""Sec7"",""RadioSerialNumber"":""FE000084022""}",Yes,ALTIOSTAR_IDSC,-,-,PNF,Critical,Closed,-,-,-
"2026-08-05
05:18:36 JST","2026-08-05
05:19:36 JST",Normal,Major,1,"2026-08-05
05:18:36 JST",RAN,ALTIOSTAR,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-SOUTH,saitama01rdc,RIUD_RRH,RNA1401001593_RIUD_1_9,/ENB[id/enbid=327712]/RIUD[id/riud-id=3]/DU[id/du-id=3]/RIM[id/rim-id=3]/Radio[id/radio-id=9],Ready for Service,-,1313,RRH Power Saving Failure,1 Minute(s) 0 Second(s),LTE,The power saving failed on the radio for which Power Saving is enabled in configuration.,"{"".1.3.6.1.2.1.1.3.0"":""3 days, 3 hours, 56 minutes, 15 seconds."",""CellName"":""Sec9 "",""RadioSerialNumber"":""EA200252073"","".1.3.6.1.4.1.39762.6.2.2.0.48"":"".1.3.6.1.4.1.39762.6.2.2.0.48""}",No,ALTIOSTAR_RAN,-,-,Cell,Major,Closed,-,-,-
"2026-08-05
05:16:45 JST","2026-08-05
05:20:29 JST",Deterioration,Critical,1,"2026-08-05
05:16:45 JST",RAN,SERCOMM,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-NORTH,SandaCDC,FEMTO_CELL,RSA1461007870_7,/ENB[id/enbid=333337]/IDSmallCelliRRH[id/sc-irrh-id=7],Ready for Service,Communications,1073,SmallCelliRRH Connection Failure,3 Minute(s) 44 Second(s),LTE,A failure occurred communicating with the remote RRH.,"{"".1.3.6.1.2.1.1.3.0"":""52 days, 2 hours, 35 minutes, 39 seconds."","".1.3.6.1.4.1.39762.6.2.2.0.1"":"".1.3.6.1.4.1.39762.6.2.2.0.1"",""SiteName"":""RSA1461007870"",""RadioSerialNumber"":""FE000084022""}",Yes,ALTIOSTAR_IDSC,-,-,PNF,Critical,Closed,-,-,-
"2026-08-05
05:16:37 JST","2026-08-05
05:20:21 JST",Outage,Critical,1,"2026-08-05
05:16:37 JST",RAN,SERCOMM,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-NORTH,SandaCDC,FEMTO_CELL,RSA1461007870_7,/ENB[id/enbid=333337]/IDSmallCellCU/Sector[id/sector-id=7],Ready for Service,-,1246,MH SCTP Link setup Failed,3 Minute(s) 44 Second(s),LTE,The SCTP Link between vCU & EUtran Cell has failed.,"{"".1.3.6.1.2.1.1.3.0"":""52 days, 2 hours, 35 minutes, 31 seconds."",""conn_state"":""2"","".1.3.6.1.4.1.39762.6.1.2.0.23"":"".1.3.6.1.4.1.39762.6.1.2.0.23"",""CellName"":""Sec7"",""RadioSerialNumber"":""FE000084022""}",Yes,ALTIOSTAR_IDSC,-,-,PNF,Critical,Closed,-,-,-
"2026-08-05
05:16:37 JST","2026-08-05
05:20:39 JST",Outage,Critical,1,"2026-08-05
05:16:37 JST",RAN,SERCOMM,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-NORTH,SandaCDC,FEMTO_CELL,RSA1461007870_7,/ENB[id/enbid=333337]/IDSmallCellCU/Sector[id/sector-id=7],Ready for Service,Operational Violation,1055,Cell Down,4 Minute(s) 2 Second(s),LTE,The cell is down.,"{"".1.3.6.1.2.1.1.3.0"":""52 days, 2 hours, 35 minutes, 31 seconds."",""aniCellOperStatus"":""Down"",""aniCellLastFailure"":""Midhaul Failure"","".1.3.6.1.4.1.39762.6.3.2.0.1"":"".1.3.6.1.4.1.39762.6.3.2.0.1"",""CellName"":""Sec7"",""RadioSerialNumber"":""FE000084022""}",Yes,ALTIOSTAR_IDSC,-,-,PNF,Critical,Closed,-,-,-
"2026-08-05
05:01:25 JST","2026-08-05
05:05:14 JST",Deterioration,Critical,1,"2026-08-05
05:01:25 JST",RAN,SERCOMM,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-NORTH,SandaCDC,FEMTO_CELL,RSA1461007870_7,/ENB[id/enbid=333337]/IDSmallCelliRRH[id/sc-irrh-id=7],Ready for Service,Communications,1073,SmallCelliRRH Connection Failure,3 Minute(s) 49 Second(s),LTE,A failure occurred communicating with the remote RRH.,"{"".1.3.6.1.2.1.1.3.0"":""52 days, 2 hours, 20 minutes, 19 seconds."","".1.3.6.1.4.1.39762.6.2.2.0.1"":"".1.3.6.1.4.1.39762.6.2.2.0.1"",""SiteName"":""RSA1461007870"",""RadioSerialNumber"":""FE000084022""}",Yes,ALTIOSTAR_IDSC,-,-,PNF,Critical,Closed,-,-,-
"2026-08-05
05:01:22 JST","2026-08-05
05:05:24 JST",Outage,Critical,1,"2026-08-05
05:01:22 JST",RAN,SERCOMM,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-NORTH,SandaCDC,FEMTO_CELL,RSA1461007870_7,/ENB[id/enbid=333337]/IDSmallCellCU/Sector[id/sector-id=7],Ready for Service,Operational Violation,1055,Cell Down,4 Minute(s) 2 Second(s),LTE,The cell is down.,"{"".1.3.6.1.2.1.1.3.0"":""52 days, 2 hours, 20 minutes, 16 seconds."",""aniCellOperStatus"":""Down"",""aniCellLastFailure"":""Midhaul Failure"","".1.3.6.1.4.1.39762.6.3.2.0.1"":"".1.3.6.1.4.1.39762.6.3.2.0.1"",""CellName"":""Sec7"",""RadioSerialNumber"":""FE000084022""}",Yes,ALTIOSTAR_IDSC,-,-,PNF,Critical,Closed,-,-,-
"2026-08-05
05:01:22 JST","2026-08-05
05:05:06 JST",Outage,Critical,1,"2026-08-05
05:01:22 JST",RAN,SERCOMM,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-NORTH,SandaCDC,FEMTO_CELL,RSA1461007870_7,/ENB[id/enbid=333337]/IDSmallCellCU/Sector[id/sector-id=7],Ready for Service,-,1246,MH SCTP Link setup Failed,3 Minute(s) 44 Second(s),LTE,The SCTP Link between vCU & EUtran Cell has failed.,"{"".1.3.6.1.2.1.1.3.0"":""52 days, 2 hours, 20 minutes, 16 seconds."",""conn_state"":""2"","".1.3.6.1.4.1.39762.6.1.2.0.23"":"".1.3.6.1.4.1.39762.6.1.2.0.23"",""CellName"":""Sec7"",""RadioSerialNumber"":""FE000084022""}",Yes,ALTIOSTAR_IDSC,-,-,PNF,Critical,Closed,-,-,-
"2026-08-05
04:51:16 JST","2026-08-05
05:05:12 JST",Outage,Critical,4,"2026-08-05
05:04:00 JST",RAN,ALTIOSTAR,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-NORTH,tokyo03rdc,MACRO_MMW_DU,RAA1403600116_S003_DU24,/ManagedElement/5308427/GNBDUFunction/24/Timing,In-Service,Equipment,10091,Timing Holdover,13 Minute(s) 56 Second(s),5G,"MMW_Airspan_Air-46_{""aniDeviceId"":""24"",""aniTimingSource"":""PTP"",""aniDeviceSerialNo"":""E74854128334"",""aniTimingCause"":"""",""aniTimingState"":""HOLDOVER""}",24,Yes,OBF,-,-,-,-,Closed,-,-,-
"2026-08-05
04:48:28 JST","2026-08-05
04:49:28 JST",Normal,Major,1,"2026-08-05
04:48:28 JST",RAN,ALTIOSTAR,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-MINAMIKU-SOUTH,kanagawa01rdc,RIUD_RRH,RNA1401000758_RIUD_1_7,/ENB[id/enbid=328792]/RIUD[id/riud-id=3]/DU[id/du-id=3]/RIM[id/rim-id=3]/Radio[id/radio-id=7],Ready for Service,-,1313,RRH Power Saving Failure,1 Minute(s) 0 Second(s),LTE,The power saving failed on the radio for which Power Saving is enabled in configuration.,"{"".1.3.6.1.2.1.1.3.0"":""11 days, 4 hours, 21 minutes, 33 seconds."",""CellName"":""Sec7 "",""RadioSerialNumber"":""EA194257733"","".1.3.6.1.4.1.39762.6.2.2.0.48"":"".1.3.6.1.4.1.39762.6.2.2.0.48""}",No,ALTIOSTAR_RAN,-,-,Cell,Major,Closed,-,-,-
"2026-08-05
04:46:49 JST","2026-08-05
04:46:49 JST",Deterioration,Major,1,"2026-08-05
04:46:49 JST",RAN,ALTIOSTAR,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-MINAMIKU-SOUTH,yamanashi01rdc,MACRO_SUB6_RU,REA1402000747_RU_16,/ManagedElement/5244025/GNBRUFunction/16/DL/1,In-Service,-,10069,aniOperationWarning,0 Second(s),5G,"SUB6_NEC_ORU_{""aniOperationWarningCause"":""Radio-unidentified"",""aniDeviceId"":""16"",""aniOranSeverity"":""MAJOR"",""aniOranFaultId"":""28"",""aniDeviceSerialNo"":""BN101102629"",""aniCellId"":""1"",""aniOranFaultText"":""C/U-plane logical Connection faulty""}","1,16,Radio-unidentified,28,C/U-plane logical Connection faulty",No,OBF,-,-,-,Major,Closed,-,-,-
"2026-08-05
04:46:15 JST","2026-08-05
04:50:38 JST",Deterioration,Critical,1,"2026-08-05
04:46:15 JST",RAN,SERCOMM,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-NORTH,SandaCDC,FEMTO_CELL,RSA1461007870_7,/ENB[id/enbid=333337]/IDSmallCelliRRH[id/sc-irrh-id=7],Ready for Service,Communications,1073,SmallCelliRRH Connection Failure,4 Minute(s) 23 Second(s),LTE,A failure occurred communicating with the remote RRH.,"{"".1.3.6.1.2.1.1.3.0"":""52 days, 2 hours, 5 minutes, 9 seconds."","".1.3.6.1.4.1.39762.6.2.2.0.1"":"".1.3.6.1.4.1.39762.6.2.2.0.1"",""SiteName"":""RSA1461007870"",""RadioSerialNumber"":""FE000084022""}",Yes,ALTIOSTAR_IDSC,-,-,PNF,Critical,Closed,-,-,-
"2026-08-05
04:46:15 JST","2026-08-05
04:50:49 JST",Outage,Critical,1,"2026-08-05
04:46:15 JST",RAN,SERCOMM,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-NORTH,SandaCDC,FEMTO_CELL,RSA1461007870_7,/ENB[id/enbid=333337]/IDSmallCellCU/Sector[id/sector-id=7],Ready for Service,Operational Violation,1055,Cell Down,4 Minute(s) 34 Second(s),LTE,The cell is down.,"{"".1.3.6.1.2.1.1.3.0"":""52 days, 2 hours, 5 minutes, 8 seconds."",""aniCellOperStatus"":""Down"",""aniCellLastFailure"":""Midhaul Failure"","".1.3.6.1.4.1.39762.6.3.2.0.1"":"".1.3.6.1.4.1.39762.6.3.2.0.1"",""CellName"":""Sec7"",""RadioSerialNumber"":""FE000084022""}",Yes,ALTIOSTAR_IDSC,-,-,PNF,Critical,Closed,-,-,-
"2026-08-05
04:46:15 JST","2026-08-05
04:50:30 JST",Outage,Critical,1,"2026-08-05
04:46:15 JST",RAN,SERCOMM,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-NORTH,SandaCDC,FEMTO_CELL,RSA1461007870_7,/ENB[id/enbid=333337]/IDSmallCellCU/Sector[id/sector-id=7],Ready for Service,-,1246,MH SCTP Link setup Failed,4 Minute(s) 15 Second(s),LTE,The SCTP Link between vCU & EUtran Cell has failed.,"{"".1.3.6.1.2.1.1.3.0"":""52 days, 2 hours, 5 minutes, 8 seconds."",""conn_state"":""2"","".1.3.6.1.4.1.39762.6.1.2.0.23"":"".1.3.6.1.4.1.39762.6.1.2.0.23"",""CellName"":""Sec7"",""RadioSerialNumber"":""FE000084022""}",Yes,ALTIOSTAR_IDSC,-,-,PNF,Critical,Closed,-,-,-
"2026-08-05
04:31:35 JST","2026-08-05
04:35:49 JST",Deterioration,Critical,1,"2026-08-05
04:31:35 JST",RAN,SERCOMM,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-NORTH,SandaCDC,FEMTO_CELL,RSA1461007870_7,/ENB[id/enbid=333337]/IDSmallCelliRRH[id/sc-irrh-id=7],Ready for Service,Communications,1073,SmallCelliRRH Connection Failure,4 Minute(s) 14 Second(s),LTE,A failure occurred communicating with the remote RRH.,"{"".1.3.6.1.2.1.1.3.0"":""52 days, 1 hours, 50 minutes, 29 seconds."","".1.3.6.1.4.1.39762.6.2.2.0.1"":"".1.3.6.1.4.1.39762.6.2.2.0.1"",""SiteName"":""RSA1461007870"",""RadioSerialNumber"":""FE000084022""}",Yes,ALTIOSTAR_IDSC,-,-,PNF,Critical,Closed,-,-,-
"2026-08-05
04:31:26 JST","2026-08-05
04:35:41 JST",Outage,Critical,1,"2026-08-05
04:31:26 JST",RAN,SERCOMM,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-NORTH,SandaCDC,FEMTO_CELL,RSA1461007870_7,/ENB[id/enbid=333337]/IDSmallCellCU/Sector[id/sector-id=7],Ready for Service,-,1246,MH SCTP Link setup Failed,4 Minute(s) 15 Second(s),LTE,The SCTP Link between vCU & EUtran Cell has failed.,"{"".1.3.6.1.2.1.1.3.0"":""52 days, 1 hours, 50 minutes, 19 seconds."",""conn_state"":""2"","".1.3.6.1.4.1.39762.6.1.2.0.23"":"".1.3.6.1.4.1.39762.6.1.2.0.23"",""CellName"":""Sec7"",""RadioSerialNumber"":""FE000084022""}",Yes,ALTIOSTAR_IDSC,-,-,PNF,Critical,Closed,-,-,-
"2026-08-05
04:31:26 JST","2026-08-05
04:35:59 JST",Outage,Critical,1,"2026-08-05
04:31:26 JST",RAN,SERCOMM,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-NORTH,SandaCDC,FEMTO_CELL,RSA1461007870_7,/ENB[id/enbid=333337]/IDSmallCellCU/Sector[id/sector-id=7],Ready for Service,Operational Violation,1055,Cell Down,4 Minute(s) 33 Second(s),LTE,The cell is down.,"{"".1.3.6.1.2.1.1.3.0"":""52 days, 1 hours, 50 minutes, 19 seconds."",""aniCellOperStatus"":""Down"",""aniCellLastFailure"":""Midhaul Failure"","".1.3.6.1.4.1.39762.6.3.2.0.1"":"".1.3.6.1.4.1.39762.6.3.2.0.1"",""CellName"":""Sec7"",""RadioSerialNumber"":""FE000084022""}",Yes,ALTIOSTAR_IDSC,-,-,PNF,Critical,Closed,-,-,-
"2026-08-05
04:17:12 JST","2026-08-05
04:18:23 JST",Outage,Critical,1,"2026-08-05
04:17:12 JST",RAN,ALTIOSTAR,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-NORTH,tokyo03rdc,MACRO_MMW_DU,RAA1403600116_S003_DU24,/ManagedElement/5308427/GNBDUFunction/24/Timing,In-Service,Equipment,10091,Timing Holdover,1 Minute(s) 11 Second(s),5G,"MMW_Airspan_Air-46_{""aniDeviceId"":""24"",""aniTimingSource"":""PTP"",""aniDeviceSerialNo"":""E74854128334"",""aniTimingCause"":"""",""aniTimingState"":""HOLDOVER""}",24,Yes,OBF,-,-,-,-,Closed,-,-,-
"2026-08-05
04:16:35 JST","2026-08-05
04:20:18 JST",Deterioration,Critical,1,"2026-08-05
04:16:35 JST",RAN,SERCOMM,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-NORTH,SandaCDC,FEMTO_CELL,RSA1461007870_7,/ENB[id/enbid=333337]/IDSmallCelliRRH[id/sc-irrh-id=7],Ready for Service,Communications,1073,SmallCelliRRH Connection Failure,3 Minute(s) 43 Second(s),LTE,A failure occurred communicating with the remote RRH.,"{"".1.3.6.1.2.1.1.3.0"":""52 days, 1 hours, 35 minutes, 29 seconds."","".1.3.6.1.4.1.39762.6.2.2.0.1"":"".1.3.6.1.4.1.39762.6.2.2.0.1"",""SiteName"":""RSA1461007870"",""RadioSerialNumber"":""FE000084022""}",Yes,ALTIOSTAR_IDSC,-,-,PNF,Critical,Closed,-,-,-
"2026-08-05
04:16:26 JST","2026-08-05
04:20:10 JST",Outage,Critical,1,"2026-08-05
04:16:26 JST",RAN,SERCOMM,KANTO    ,KANAGAWA-KEN,SAGAMIHARA-SHI,KNG-CHUOKU-NORTH,SandaCDC,FEMTO_CELL,RSA1461007870_7,/ENB[id/enbid=333337]/IDSmallCellCU/Sector[id/sector-id=7],Ready for Service,-,1246,MH SCTP Link setup Failed,3 Minute(s) 44 Second(s),LTE,The SCTP Link between vCU & EUtran Cell has failed.,"{"".1.3.6.1.2.1.1.3.0"":""52 days, 1 hours, 35 minutes, 20 seconds."",""conn_state"":""2"","".1.3.6.1.4.1.39762.6.1.2.0.23"":"".1.3.6.1.4.1.39762.6.1.2.0.23"",""CellName"":""Sec7"",""RadioSerialNumber"":""FE000084022""}",Yes,ALTIOSTAR_IDSC,-,-,PNF,Critical,Closed,-,-,-
